CC,ECC,PI,PSN
GB,e1,c773,Capital 
GB,e1,c777,Capital 
GB,e1,c780,SAINT FM
GB,e1,c782, NATION 
GB,e1,c783,Apple FM
GB,e1,c784,SwanBay 
GB,e1,c786,Heart   
GB,e1,c787,Smooth  
GB,e1,c788, Magic  
GB,e1,c78a,BFBS  UK
GB,e1,c78c,The Cat 
GB,e1,c78d,HKR107.4
GB,e1,c792,IN2BEATS
GB,e1,c793, ACCESS 
GB,e1,c795,60 NORTH
GB,e1,c796,  CVFM  
GB,e1,c797,  BFBS  
GB,e1,c799,ArgyllFM
GB,e1,c79b,Eava FM 
GB,e1,c7a1,Classic 
GB,e1,c7b0, VIKING 
GB,e1,c7b1,Borders 
GB,e1,c7b2,Isles FM
GB,e1,c7b6,Q Radio 
GB,e1,c7ba, Breeze 
GB,e1,c7bb, Breeze 
GB,e1,c7bd,  kmfm  
GB,e1,c814,BBC Slnt
GB,e1,c815,BBC Scot
GB,e1,c817,BBC Cmbr
GB,e1,c819,BBCNottm
GB,e1,c81a,BBC Shef
GB,e1,c851,CCR104.4
GB,e1,c864,Heart SX
GB,e1,c869,Heart   
GB,e1,c870,Capital 
GB,e1,c880, Wirral 
GB,e1,c881,OldhamCR
GB,e1,c882,RadioEXE
GB,e1,c884,Touch FM
GB,e1,c886,WAVE    
GB,e1,c887,TMCR FM 
GB,e1,c889,Rock FM 
GB,e1,c88a,Winchcme
GB,e1,c88d,  2BR   
GB,e1,c895,60 NORTH
GB,e1,c896,Sine FM 
GB,e1,c897, Gaydio 
GB,e1,c898,W.Wolds 
GB,e1,c899, BOB fm 
GB,e1,c89b,AWAAZ FM
GB,e1,c8a1,Classic 
GB,e1,c8b1,NORTHSND
GB,e1,c8b7,IW RADIO
GB,e1,c8ba, Breeze 
GB,e1,c8bb, Breeze 
GB,e1,c8bd,  kmfm  
GB,e1,c911,BBC Nrfk
GB,e1,c914,BBC Slnt
GB,e1,c915,BBC Scot
GB,e1,c917,BBCDerby
GB,e1,c919,BBC Oxfd
GB,e1,c91a,BBC     
GB,e1,c980,SN*105.5
GB,e1,c981,Stafford
GB,e1,c983,RotherFM
GB,e1,c984,MINSTER 
GB,e1,c986,Abbey104
GB,e1,c987,B.STOKE 
GB,e1,c988,  MKFM  
GB,e1,c989,beverley
GB,e1,c990,Lakeland
GB,e1,c992,Sam FM  
GB,e1,c994,  YOUR  
GB,e1,c995,60 NORTH
GB,e1,c996, PCR FM 
GB,e1,c997, KYFM   
GB,e1,c998, Beyond 
GB,e1,c999,HighPeak
GB,e1,c9a1,Classic 
GB,e1,c9b0,Pulse 1 
GB,e1,c9b1,Plymouth
GB,e1,c9b2,Compass 
GB,e1,c9b3, C F M  
GB,e1,c9b6,Q RADIO 
GB,e1,c9b9,Free-SH 
GB,e1,c9ba, Breeze 
GB,e1,c9bb, Breeze 
GB,e1,c9bd,  kmfm  
GB,e1,ca13,BBC Lanc
GB,e1,ca14,BBC Nwcl
GB,e1,ca17,BBC Glos
GB,e1,ca19,BBC Soms
GB,e1,ca1a,BBCDevon
GB,e1,ca80,EnergyFM
GB,e1,ca81,ShefLive
GB,e1,ca82,KCFM99.8
GB,e1,ca83,SUN106.2
GB,e1,ca86,  AIRE  
GB,e1,ca87,Eden FM 
GB,e1,ca88,IMAN FM 
GB,e1,ca89, NLive  
GB,e1,ca8a,HCR104fm
GB,e1,ca90,RUGBY FM
GB,e1,ca91,CHORLEY 
GB,e1,ca93, Mix 96 
GB,e1,ca96,Gateway 
GB,e1,ca97,KOHINOOR
GB,e1,ca99,ASH'RNE 
GB,e1,cab0,CENTRAL 
GB,e1,cab1,WEST SND
GB,e1,cab2,Free-Bhm
GB,e1,cab3, C F M  
GB,e1,cab6, DREAM  
GB,e1,cab7, Touch  
GB,e1,cabb, Breeze 
GB,e1,cabd,  kmfm  
GB,e1,cb13,BBCLincs
GB,e1,cb15,BBC Scot
GB,e1,cb17,BBCSurry
GB,e1,cb19,BBC Tees
GB,e1,cb80,Herm FM 
GB,e1,cb83,SUN107  
GB,e1,cb84, K C R  
GB,e1,cb86,Deveron 
GB,e1,cb87,IRVNBEAT
GB,e1,cb88, HitMix 
GB,e1,cb89, ABC100 
GB,e1,cb8a,ASHFORD 
GB,e1,cb90,BroRadio
GB,e1,cb92,SUNRISE 
GB,e1,cb96,  ALIVE 
GB,e1,cb97,VOICE FM
GB,e1,cb98,Signal 1
GB,e1,cb99,Bangor  
GB,e1,cbb0,CEREDIGN
GB,e1,cbb1,  MFR   
GB,e1,cbb2,R. PEMBS
GB,e1,cbb5,TwoLochs
GB,e1,cbb6,NNR 96.2
GB,e1,cbba,Breeze  
GB,e1,cc11,BBCLondn
GB,e1,cc17,BBC York
GB,e1,cc80,Corby FM
GB,e1,cc81,LincolnC
GB,e1,cc82,Moorland
GB,e1,cc83,FOSSE107
GB,e1,cc84,Erewash 
GB,e1,cc86,DOWNTOWN
GB,e1,cc87,BAY FM  
GB,e1,cc88,CAMGLEN 
GB,e1,cc89,fUSE FM 
GB,e1,cc8a, MonFM  
GB,e1,cc90, PEN FM 
GB,e1,cc91, PENDLE 
GB,e1,cc93,AmberSnd
GB,e1,cc94,original
GB,e1,cc96,Pulse   
GB,e1,cc97,1069 SFM
GB,e1,cc99,LCR FM  
GB,e1,cc9c,An Radio
GB,e1,ccb0,Q RADIO 
GB,e1,ccb1,West FM 
GB,e1,ccb2,   XS   
GB,e1,ccb7,TOWN 102
GB,e1,ccbb, Breeze 
GB,e1,cd12,BBCSussx
GB,e1,cd80,Speysnd.
GB,e1,cd81,FXR107.5
GB,e1,cd82,MERIDIAN
GB,e1,cd83,FOSSE107
GB,e1,cd84,RadioLaB
GB,e1,cd86, Sun FM 
GB,e1,cd87,BFBS  UK
GB,e1,cd88,Bailrigg
GB,e1,cd89,Celt95fm
GB,e1,cd8a,Inspire 
GB,e1,cd90,RINSE FM
GB,e1,cd91, Source 
GB,e1,cd93,GRAVITY 
GB,e1,cd96,Uckfield
GB,e1,cd97,GULSHAN 
GB,e1,cd99,RADIO + 
GB,e1,cd9c,TheVoice
GB,e1,cdb0, Cuillin
GB,e1,cdb1,Nevis   
GB,e1,cdb5,Signal 1
GB,e1,cdb6,RadCity2
GB,e1,cdb7,Norwich 
GB,e1,cdc2, -Angel-
GB,e1,ce13,BBCEssex
GB,e1,ce14,BBCLeeds
GB,e1,ce80,ACADEMY 
GB,e1,ce81,RWS103.3
GB,e1,ce82,Redroad 
GB,e1,ce83,CANDO FM
GB,e1,ce84,CRYSTAL 
GB,e1,ce86,  CHBN  
GB,e1,ce87,BFBS  UK
GB,e1,ce88, NEWARK 
GB,e1,ce8a,Unity928
GB,e1,ce90,Biggles 
GB,e1,ce91,  gfm   
GB,e1,ce92, Sig 107
GB,e1,ce93,DRIVE105
GB,e1,ce94,BishopFM
GB,e1,ce96,Kane FM 
GB,e1,ce9e,W.Valley
GB,e1,ceb1,L.Broom 
GB,e1,cf11,BBC Nhtn
GB,e1,cf13,BBCEssex
GB,e1,cf80,Academy 
GB,e1,cf81,Future  
GB,e1,cf82,Leisure 
GB,e1,cf83,Seahaven
GB,e1,cf84,REPREZNT
GB,e1,cf86,Quay FM 
GB,e1,cf87,INSPA FM
GB,e1,cf88,TD1     
GB,e1,cf8a, Switch 
GB,e1,cf90,Fantasy 
GB,e1,cf91,KCCLive 
GB,e1,cf92,Sam FM  
GB,e1,cf93,DemonFM 
GB,e1,cf94,Casteldn
GB,e1,cf96,VIBE1076
GB,e1,cf99,Sun105.9
GB,e1,cf9c, Ofcom  
GB,e1,cf9d,BlackCat
GB,e1,cf9e,Destiny 
GB,e1,cfa3,Heart   
GB,e1,cfa5,CABINFM 
GB,e1,f000,POINT FM
GI,e1,a201,RadioGib
GI,e1,a202,GibPlus 
GI,e1,c095,BFBS GIB
GI,e1,c497,BFBS R2 
GR,e1,0001,PIGASOS 
GR,e1,0012,POWER FM
GR,e1,0015,KISS 98 
GR,e1,0019,DEE JAY 
GR,e1,00a8, LAIKOS 
GR,e1,00a9, LAIKOS 
GR,e1,00b8,"RSO 91,7"
GR,e1,00ef,PY8MOS  
GR,e1,0946,AKROAMA 
GR,e1,0972,METROPOL
GR,e1,0984,PANORAMA
GR,e1,0a0f,RADIO 69
GR,e1,0e04,>HMOTIKO
GR,e1,0fdf, eNeRGy 
GR,e1,100c,  BEST  
GR,e1,1011,F r e e 
GR,e1,1013,#DIESI# 
GR,e1,1015, VELVET 
GR,e1,1017,MADRADIO
GR,e1,1018, EYDIOS 
GR,e1,1019,Metro892
GR,e1,101b,RADIO984
GR,e1,101d, XRONOS 
GR,e1,1021, KARDIA 
GR,e1,1023,ELLHNIKO
GR,e1,1024,*B19 FM*
GR,e1,1027,  LUX   
GR,e1,1028,CITY    
GR,e1,1029,RADIOENA
GR,e1,102a,RAINBOW 
GR,e1,1031,Pena fm 
GR,e1,1034, MANOS  
GR,e1,1035,ANTENNA 
GR,e1,1037,nemea   
GR,e1,1038,COSMOS  
GR,e1,1039,  LIFE  
GR,e1,103b,YDROGIOS
GR,e1,103c, ROMEOS 
GR,e1,103d,*DYTIKA*
GR,e1,103e,DIMOTIKO
GR,e1,1040,PARTY FM
GR,e1,1041,SPORT 24
GR,e1,1042, PIERIA 
GR,e1,1044,EKKLHSIA
GR,e1,1047,SpirtoFM
GR,e1,104a,BLACKMAN
GR,e1,104b, MYTHOS 
GR,e1,104e,CronosFM
GR,e1,1052,GALAXY  
GR,e1,1054, DROMOS 
GR,e1,1059, IONIO  
GR,e1,105b,DIAVLOS 
GR,e1,105c,SKAI    
GR,e1,1063,ALEXANDR
GR,e1,1067,APO THN 
GR,e1,1068,FAROS FM
GR,e1,1073,GALAXIAS
GR,e1,1074,ARIA FM 
GR,e1,1079, En Plo 
GR,e1,107a,XROMA FM
GR,e1,1081,CAPITAL 
GR,e1,1085,ARENA   
GR,e1,1086,I A K   
GR,e1,1089, DEEJAY 
GR,e1,108a,RAD/MATA
GR,e1,108e, ALPHA  
GR,e1,1091,DHMOTIKH
GR,e1,1094,DALKAS  
GR,e1,1095,S O K FM
GR,e1,1098,Mesatida
GR,e1,109a,VIVA 883
GR,e1,109b,-*----*-
GR,e1,109d, NOVA   
GR,e1,109f,104fm.gr
GR,e1,10a3,SCREAM 1
GR,e1,10a7,Kiss91.1
GR,e1,10a9, SKY FM 
GR,e1,10ac,Venus 91
GR,e1,10af,ACTIONFM
GR,e1,10b3, LEHOVO 
GR,e1,10b8,Amfissa 
GR,e1,10b9,LASITHI 
GR,e1,10ba,ELLINIKO
GR,e1,10bb, O L A  
GR,e1,10c0,Amvrakia
GR,e1,10cb,*Pop Fm*
GR,e1,10cc,Cosmos  
GR,e1,10d0,EROTOKRI
GR,e1,10d5,STOYRNAR
GR,e1,10d9,  COSMO 
GR,e1,10db,  PLUS  
GR,e1,10de,  Ilida 
GR,e1,10df, FOCUS  
GR,e1,10e0,B E S T 
GR,e1,10e4,SUPER 88
GR,e1,10e6, PRISMA 
GR,e1,10e8,Sky 99.2
GR,e1,10e9, DeeJay 
GR,e1,10ef,MAKEDO  
GR,e1,10f7,SPORT24 
GR,e1,10fb,  POLIS 
GR,e1,10fc, ENERGY 
GR,e1,10fd, Kalama 
GR,e1,1100,AKAR/NIA
GR,e1,1103,Kriti FM
GR,e1,1107,LEFKATAS
GR,e1,110a,SCANNER 
GR,e1,110c,SITIAFM 
GR,e1,111e,KEF/NIAS
GR,e1,1132, PARADO 
GR,e1,1159,E U R O 
GR,e1,115e, SUPER  
GR,e1,1164,STYLE FM
GR,e1,11a5,HRAKLEIO
GR,e1,11bb,LOVE1028
GR,e1,11de, EPIRUS 
GR,e1,11f0, NOSTOS 
GR,e1,1200,AGIA94.2
GR,e1,1201, PROTO  
GR,e1,1202,DEYTERO 
GR,e1,1203, TRITO  
GR,e1,1204,ERASPORT
GR,e1,1205, KOSMOS 
GR,e1,1206,cool fm 
GR,e1,1215,SKAI    
GR,e1,1220,JUST 964
GR,e1,1223,  SFERA 
GR,e1,1229, DEEJAY 
GR,e1,122d,MAGIC FM
GR,e1,1245, NOTOS  
GR,e1,1247,ROCK    
GR,e1,1256, COSMOS 
GR,e1,125a,RODOS FM
GR,e1,125b,RODOS FM
GR,e1,1261, EVROS  
GR,e1,1264,METRO   
GR,e1,126b,PATRA+++
GR,e1,126c,KANALI 1
GR,e1,127f, LIBERO 
GR,e1,1288,DEEJAY  
GR,e1,1293,"BLE 93,1"
GR,e1,1296,RYTHMOS 
GR,e1,12ce,"UP 92,9 "
GR,e1,12ff, AKTINA 
GR,e1,1304,ERA     
GR,e1,1325,ORTHO-  
GR,e1,1367,MELODIA 
GR,e1,136b,  LAMIA 
GR,e1,136c,*GAMMA* 
GR,e1,137b,  UP FM 
GR,e1,139e,  IERA  
GR,e1,139f,METEORA 
GR,e1,13ba,SFERA   
GR,e1,13c4, MAX FM 
GR,e1,13d4,Armonia 
GR,e1,13d5,STYLIDA 
GR,e1,13d7, PLANET 
GR,e1,13dd,ERT ORES
GR,e1,13eb,AERAS FM
GR,e1,13f5,MPLE 99 
GR,e1,13fa,FASMA FM
GR,e1,1401,  ERT   
GR,e1,1411,ERT     
GR,e1,1423,*PREVEZA
GR,e1,1445,SKAI    
GR,e1,1466,  LUX   
GR,e1,146f,YOU FM  
GR,e1,1498,SPORT FM
GR,e1,14b2,*PREVEZA
GR,e1,14fe,KANALI 5
GR,e1,15af,AKROAMA 
GR,e1,1607, PRISMA 
GR,e1,1675,HXW 1027
GR,e1,181e,LIFE FM 
GR,e1,1856,  IERA  
GR,e1,1889,HiT 88.9
GR,e1,1892,MUSIC892
GR,e1,1893, STATUS 
GR,e1,1894,SKAI894 
GR,e1,18b1,EN LEFKO
GR,e1,1903,STAR FM 
GR,e1,1907,DREAM FM
GR,e1,190d, SFAIRA 
GR,e1,1920,GALAXY92
GR,e1,1963,FOREVER 
GR,e1,1966,MELODIA 
GR,e1,199a,BESTFM  
GR,e1,1ab4, E.RA.K 
GR,e1,1c9c,PLANET  
GR,e1,1ccb, AKTINA 
GR,e1,1d05, palmos 
GR,e1,1dbf,MORIAS  
GR,e1,1f04,THEMA   
GR,e1,1fb7,KPHTIKO 
GR,e1,1fff,  EGIO  
GR,e1,2002,TRIKALA 
GR,e1,207d,ASTRO FM
GR,e1,2098, LEGEND 
GR,e1,2106,*AEOLOS*
GR,e1,2120,PARAPOLI
GR,e1,2158,GLENTIFM
GR,e1,2317,MADRADIO
GR,e1,2368,  IERA  
GR,e1,2501, EXTRA  
GR,e1,2865,GROOVY  
GR,e1,2e4f,MELODIA 
GR,e1,302f, XANTHI 
GR,e1,305b,MAKISTIA
GR,e1,30a6,RYTHMOS 
GR,e1,30f7, ALPHA  
GR,e1,3102,ALPHA   
GR,e1,310c,PEPPER  
GR,e1,3251,DIAVLOS 
GR,e1,32ff,"RED 96,3"
GR,e1,3421,  BEST  
GR,e1,3b4c,TYPNABOS
GR,e1,3d44,  MAD   
GR,e1,3eff,YPARXO  
GR,e1,4164,MADNESS 
GR,e1,4444, AVANTI 
GR,e1,5005,  FM-1  
GR,e1,504e,  NIKH  
GR,e1,5060, D CODE 
GR,e1,50ac,METRO FM
GR,e1,50f4,LOVE 975
GR,e1,50f7,KISS 961
GR,e1,51ff,PALMOS  
GR,e1,5394, PALMOS 
GR,e1,5397, FLY FM 
GR,e1,53ff,HOLIDAY 
GR,e1,5400,>>IONIAN
GR,e1,5431,BLACKMAN
GR,e1,5432,L I K E 
GR,e1,5449,IERA  MH
GR,e1,5450, PALMOS 
GR,e1,5451,DISTOMO 
GR,e1,5452, PALMOS 
GR,e1,5462,TIME FM 
GR,e1,5465,EASY FM 
GR,e1,5466,HROMA985
GR,e1,5467,MOUSIKOS
GR,e1,5468,ALIVERI 
GR,e1,5472, AROMA  
GR,e1,5473,EMFASIS 
GR,e1,5474,EMFASIS 
GR,e1,5490,LIFE FM 
GR,e1,5498,"107,4 FM"
GR,e1,5541,L I K E 
GR,e1,5643,RYTHMOS 
GR,e1,5f06,PALMOS  
GR,e1,6000,STAGONFM
GR,e1,6560, SFERA  
GR,e1,6bea,STA8MOS 
GR,e1,7000, KOSMOS 
GR,e1,72f5,ANAMNHSH
GR,e1,7503,STORK   
GR,e1,757f, Kefi   
GR,e1,7a02,ENERGEIA
GR,e1,80bc,XANTHI  
GR,e1,80ff,EVRIPOS 
GR,e1,8200,PALMOS  
GR,e1,8800,HOT MIX 
GR,e1,8820,HROMA882
GR,e1,8888,STAR FM 
GR,e1,8920,DIONYSOS
GR,e1,8950, FAMILY 
GR,e1,8960,MY RADIO
GR,e1,9008,S T A R 
GR,e1,9042,ATHLETIC
GR,e1,9045,Diastasi
GR,e1,9090,MITILINI
GR,e1,9100,KISS FM 
GR,e1,9130, ACTIVE 
GR,e1,9150, 91.50  
GR,e1,915e,ORIGINAL
GR,e1,9160,PRISMA  
GR,e1,9200, FRESH  
GR,e1,9210,NOVA FM 
GR,e1,921e,LAMPSI  
GR,e1,9230, ORT FM 
GR,e1,926b,ALPHA FM
GR,e1,9340, 9 3. 4 
GR,e1,9360, CANDIA 
GR,e1,9460,RETHYMNO
GR,e1,9480,DEE JAY 
GR,e1,94aa,ANT1 94 
GR,e1,9650, COSMOS 
GR,e1,969a,LOUTRAKI
GR,e1,974a,wave974 
GR,e1,978a,live fm 
GR,e1,9797,RYTHMOS 
GR,e1,9828, PALMOS 
GR,e1,9860, VOLOS  
GR,e1,9900,CHARAMA 
GR,e1,9930, VENUS  
GR,e1,9978,RYTHMOS 
GR,e1,9988,EASY 972
GR,e1,9990,Enallax 
GR,e1,a003,KOSMOSFM
GR,e1,a01e, XANTHI 
GR,e1,a01f,POLITIA 
GR,e1,a03c,STAR FM 
GR,e1,a06a,NOTESFM 
GR,e1,a06f,PARADISE
GR,e1,a0c2,107.3fm 
GR,e1,a103, ZYGOS  
GR,e1,a104,XRISTIA 
GR,e1,a345,X-RADIO 
GR,e1,a3e3,AYTOKRAT
GR,e1,a420,"X FM 94,"
GR,e1,a5f3, ZENITH 
GR,e1,a7f9, ZHMIA  
GR,e1,a893, PALEO  
GR,e1,a916,RYTHMOS 
GR,e1,a973,ENOSI   
GR,e1,a981,APOLLON 
GR,e1,acfd,*ProTo* 
GR,e1,af19, ADELIN 
GR,e1,b0dc,ORANGE  
GR,e1,b435,siriosfm
GR,e1,be07,ROCK FM 
GR,e1,c000, STUDIO 
GR,e1,c100,COOL FM 
GR,e1,c102, DROMOS 
GR,e1,c108, C I T Y
GR,e1,c380,Melodia 
GR,e1,c6d9, TOP FM 
GR,e1,ca95,GOAL FM 
GR,e1,d060,Paradise
GR,e1,d952, DEEJAY 
GR,e1,dddd,STAR FM 
GR,e1,df9f, MASTER 
GR,e1,e103, PRISMA 
GR,e1,e567,taximi  
GR,e1,e934, PILIO  
GR,e1,e982,RADIO982
GR,e1,ed4c,POLIS994
GR,e1,eff6,KERKYRA 
GR,e1,f003, HEART  
GR,e1,f048, HXO FM 
GR,e1,f107,GOHTEIA 
GR,e1,f364,IONIONFM
GR,e1,f886, LAMPSI 
GR,e1,f888,  LOUD  
GR,e1,f892,RYTHMOS 
GR,e1,f927,LYXNOS  
GR,e1,f928, DYTIKA 
GR,e1,f963,SPORT FM
GR,e1,f982,LOUD 982
GR,e1,fa4e,PARTY971
GR,e1,fb89,BRAKE FM
GR,e1,ff91, NRG.91 
GR,e1,ff99,Proto fm
GR,e1,ffab,STUDIO 1
HR,e3,c009,yammatFM
HR,e3,c017,BENKOVAC
HR,e3,c022,RADIO92+
HR,e3,c023,SUPER   
HR,e3,c026,R-PRKOS 
HR,e3,c040,RADIO-OK
HR,e3,c07c,DIN-DON 
HR,e3,c093,KRUGOVAL
HR,e3,c201,HRT-HR 1
HR,e3,c202,HRT-HR 2
HR,e3,c203,HRT-HR 3
HR,e3,c204,+ HKR + 
HR,e3,c205,OTVORENI
HR,e3,c206,NARODNI 
HR,e3,c210,*NAUTIC*
HR,e3,c304,Gospic  
HR,e3,c307,ZUPANJA 
HR,e3,c308,BBR100.1
HR,e3,c309,VIROVITI
HR,e3,c30b,ULTRA   
HR,e3,c30c,*NOVI-R*
HR,e3,c30d, ANTENA 
HR,e3,c30e,RADIO101
HR,e3,c30f, R-K-C  
HR,e3,c310,SOUNDSET
HR,e3,c311,VARAZDIN
HR,e3,c312,SLAVONIA
HR,e3,c313,QUIRINUS
HR,e3,c314, SIBENIK
HR,e3,c315,HRT-DU  
HR,e3,c316,HRT-KN  
HR,e3,c317,HRT-OS  
HR,e3,c318,HRT-PU  
HR,e3,c319,HRT-RI  
HR,e3,c31a,HRT-ST  
HR,e3,c31b,HRT-ZD  
HR,e3,c31c,HRT-SLJE
HR,e3,c31d,Banovina
HR,e3,c31e,DALMATIA
HR,e3,c31f,  KAJ   
HR,e3,c329,narodni 
HR,e3,c386,R-ISTRA 
HR,e3,c387,VUKOVAR 
HR,e3,c388, HRCAK  
HR,e3,c38a,TOTALNI 
HR,e3,c38b,SL.RADIO
HR,e3,c407,>R-G-P< 
HR,e3,c409,IMOTSKI 
HR,e3,c40a,HITRADIO
HR,e3,c40b,domaciNG
HR,e3,c40c,KARLOVAC
HR,e3,c40d,HROTOCAC
HR,e3,c410,--Z FM--
HR,e3,c412,MAESTRAL
HR,e3,c413,JADRANKA
HR,e3,c418,  CITY  
HR,e3,c419,TROGIR  
HR,e3,c41a,SAMOBOR 
HR,e3,c41d,RADIO105
HR,e3,c41f,POMORSKI
HR,e3,c420,MEGAMIX 
HR,e3,c421,*KUTINA*
HR,e3,c424,#ZABAVNI
HR,e3,c426,R-RITAM-
HR,e3,c427,  NOVI  
HR,e3,c428,VINKOVCI
HR,e3,c42c,53NJSKI 
HR,e3,c42d,Megaton 
HR,e3,c42e, TREND  
HR,e3,c42f,/R-SVN? 
HR,e3,c431, R O J C
HR,e3,c432, Banska 
HR,e3,c433,BARANJA 
HR,e3,c436,R-BLATO 
HR,e3,c437,BLJESAK 
HR,e3,c439,Centar  
HR,e3,c43b,RDJAKOVO
HR,e3,c43c,DARUVAR 
HR,e3,c43d, DELTA  
HR,e3,c43e,MIHOLJAC
HR,e3,c43f, -DRAVA-
HR,e3,c440,PODRADIO
HR,e3,c441,GORSKI  
HR,e3,c442,RGP 95.1
HR,e3,c443,**RHZK**
HR,e3,c444,SJEVERNI
HR,e3,c445,R-JASKA 
HR,e3,c447,JADRANSK
HR,e3,c449,KRIZEVCI
HR,e3,c44a,R-LABIN 
HR,e3,c44b,LUDBREG 
HR,e3,c44d,MAKARSKA
HR,e3,c44e,**RMB** 
HR,e3,c44f,  MAX   
HR,e3,c450,MREZNICA
HR,e3,c451,R-NARONA
HR,e3,c452,*NASICE*
HR,e3,c453, *MAROF*
HR,e3,c454,OGULIN  
HR,e3,c455,RADIO*OR
HR,e3,c456,RADIO-OK
HR,e3,c457,PITOMI  
HR,e3,c458,R*DRNIS*
HR,e3,c45a,RADIO 1 
HR,e3,c45b,*R*P*N* 
HR,e3,c45c,RP PLOCE
HR,e3,c45d,Rab 92.6
HR,e3,c45f,* SENJ *
HR,e3,c460,SISACKI 
HR,e3,c461,  RSZ   
HR,e3,c463,EUROSTAR
HR,e3,c464,STUBICA 
HR,e3,c465,RZ92.9FM
HR,e3,c466,TEREZIJA
HR,e3,c468,SOUNDSET
HR,e3,c469, RVA HR 
HR,e3,c46a,GOLD FM 
HR,e3,c46b,VRBOVEC 
HR,e3,c46c,ZAGORSKI
HR,e3,c46d,*ZLATAR*
HR,e3,c46e,RadioPAG
HR,e3,c471,057RADIO
HR,e3,c472,SLATINA 
HR,e3,c474,KASTAV  
HR,e3,c475,EXTRA FM
HR,e3,c476,STUDIO M
HR,e3,c478,r97     
HR,e3,c479, *BRAC* 
HR,e3,c47a,R.MARIJA
HR,e3,c47b,R.MARIJA
HR,e3,c47c,R.MARIJA
HR,e3,c483,ENT3R ZG
HR,e3,c484,LAGANINI
HR,e3,c485, SUNCE  
HR,e3,c48c,STUDENT 
HR,e3,c48d,DUNAV VU
HR,e3,c48e, * BNM *
HR,e3,c48f,RovinjFM
HR,e3,c491,MEDULIN 
HR,e3,c550,*KORZO* 
HR,e3,ffff,UNIDU   
HU,e0,0000,AFNEAGLE
HU,e0,b000, CAMPUS 
HU,e0,b00b,PART FM 
HU,e0,b010,SARRETFM
HU,e0,b015,Best FM 
HU,e0,b017,  FM 1  
HU,e0,b01a,**MOST**
HU,e0,b01b,TAMASI  
HU,e0,b022,BUDAORS 
HU,e0,b026,RABAKOZ 
HU,e0,b028,MEGAFON 
HU,e0,b02c,KKHALAS 
HU,e0,b02e,RADIO 1 
HU,e0,b031,BEST FM 
HU,e0,b034, CAMPUS 
HU,e0,b039, SARVAR 
HU,e0,b03a,  FM 7  
HU,e0,b044,  SOLA  
HU,e0,b04f,RADIO 1 
HU,e0,b050,HELIKON 
HU,e0,b055,  TRIO  
HU,e0,b058,DABAS   
HU,e0,b077, EUROPA 
HU,e0,b092,RADIO 24
HU,e0,b09a,LAKIHEGY
HU,e0,b0aa,KATRADIO
HU,e0,b0fa,VOROSMTY
HU,e0,b0fc,TOP 88 8
HU,e0,b0fe,*KORONA*
HU,e0,b123,AMADEUS 
HU,e0,b125,MEZRADIO
HU,e0,b194,SUNSHINE
HU,e0,b1cc,MARIA R.
HU,e0,b201, PETOFI 
HU,e0,b202, BARTOK 
HU,e0,b203,KOSSUTH 
HU,e0,b206, DANKO  
HU,e0,b208, RETRO  
HU,e0,b307, FORRAS 
HU,e0,b317,RADIO 1 
HU,e0,b324,  FM 7  
HU,e0,b330,MONOSTER
HU,e0,b35f, GYOR+  
HU,e0,b39f,LANCHID*
HU,e0,b3cc,MARIA R.
HU,e0,b40c,ROCK95.8
HU,e0,b417,RADIO 1 
HU,e0,b418,MUSIC FM
HU,e0,b41b,KARC FM 
HU,e0,b420, CIVIL  
HU,e0,b447,AKTIV   
HU,e0,b464,  MEGA  
HU,e0,b465,RADIO 1 
HU,e0,b488,TREND FM
HU,e0,b495,MAGYARFM
HU,e0,b4a3,SZISTVAN
HU,e0,b4a5, TILOS  
HU,e0,b4a7,KLUB    
HU,e0,b511,TASKA R.
HU,e0,b51e,BROADWAY
HU,e0,b538,*ALPHA* 
HU,e0,b53f,SMILE FM
HU,e0,b54a,CREDO   
HU,e0,b587,BALATON 
HU,e0,b588,KARCAGFM
HU,e0,b5ff, ERD FM 
HU,e0,b666,RADIO451
HU,e0,b696,  GONG  
HU,e0,b6cc,MARIA R.
HU,e0,b709, FORRAS 
HU,e0,b796,  GONG  
HU,e0,b7cc,MARIA R.
HU,e0,b896,MUSTARFM
HU,e0,b8cc,MARIA R.
HU,e0,b909, JAZZY  
HU,e0,b921,KLASSZIK
HU,e0,b944,TORONY  
HU,e0,b990,INFO88.1
HU,e0,b991,DH DRAVA
HU,e0,b996,  GONG  
HU,e0,b9bb,RADIO 7 
HU,e0,b9cb,ANTRITT 
HU,e0,b9cc,MARIA R.
HU,e0,bbcc,MARIA R.
HU,e0,bd44,RADIO 1 
HU,e0,bdcc,MARIA R.
HU,e0,becc,MARIA R.
HU,e0,bfcc,MARIA R.
IE,e3,1032,DC 1032 
IE,e3,2015, FM104  
IE,e3,2016,  98FM  
IE,e3,2030,  Q102  
IE,e3,2031,Sunshine
IE,e3,2032,SPIN1038
IE,e3,2058,LIVE95FM
IE,e3,205d, PHEVER 
IE,e3,2080,Wired FM
IE,e3,2084,  96FM  
IE,e3,2090,RNA LIFE
IE,e3,20a3,PHOENIX 
IE,e3,20a6,WLim102 
IE,e3,20ac, UCC98.3
IE,e3,20ad,LIFE93.1
IE,e3,20c4, Upbeat 
IE,e3,2201,RTE R1  
IE,e3,2202,RTE 2FM 
IE,e3,2203,RTElyric
IE,e3,2204,RTE RnaG
